Species 1,Species 2,Uncorr_pdist
CE29879,CE31879,0
CE29883,CE31879,0
CE29889,CE31879,0
CE30034,CE31879,0.0623100304
CE30063,CE31879,0.0570107858
CE30066,CE31879,0.0550314465
CE30067,CE31879,0.0607902736
CE30677,CE31879,0.1554878049
CE30683,CE31879,0.0446601942
CE30737,CE31879,0.0547263682
CE31878,CE31879,0
CE10522,CE31880,0.0030395137
CE10523,CE31880,0.0030395137
CE10784,CE31880,0.0501519757
CE10836,CE31880,0.0501519757
CE10846,CE31880,0.0487421384
CE10847,CE31880,0.0501519757
CE10848,CE31880,0.0501519757
CE10849,CE31880,0.0501519757
CE10865,CE31880,0.0045592705
CE11349,CE31880,0
CE16688,CE31880,0.0486322188
CE16864,CE31880,0.0501519757
CE16866,CE31880,0.047112462
CE17759,CE31880,0
CE18811,CE31880,0.0486322188
CE19894,CE31880,0.0623100304
CE19895,CE31880,0.0623100304
CE19900,CE31880,0.0638297872
CE19902,CE31880,0.0598159509
CE2714,CE31880,0
CE2715,CE31880,0
CE27739,CE31880,0.0045592705
CE30774,CE31880,0.0486322188
CE3121,CE31880,0.0623100304
CE31633,CE31880,0.0638297872
CE31676,CE31880,0.0167173252
CE3236,CE31880,0.1550151976
CE35336,CE31880,0.0623100304
CE35337,CE31880,0.0623100304
CE35393,CE31880,0.0531914894
CE35727,CE31880,0.047112462
CE35728,CE31880,0.0463258786
CE35729,CE31880,0.0480769231
CE36236,CE31880,0.0531914894
CE36237,CE31880,0.0486322188
CE36239,CE31880,0.04784689
CE36240,CE31880,0.0501519757
CE36241,CE31880,0.0501519757
CE36242,CE31880,0.0486322188
CE36244,CE31880,0.0492845787
CE3745,CE31880,0.0501519757
CE3750,CE31880,0.0501519757
CE3751,CE31880,0.0486322188
CE3752,CE31880,0.0501519757
CE3781,CE31880,0.0030395137
CE3817,CE31880,0.0501519757
CE3936,CE31880,0.0607902736
CE3937,CE31880,0.0623100304
CE3944,CE31880,0.1550151976
CE4324,CE31880,0.0501519757
CE767,CE31880,0.0501519757
CE19886,CE31880,0.0501519757
CE19887,CE31880,0
CE26990,CE31880,0.0623100304
CE26991,CE31880,0.0623100304
CE26994,CE31880,0.0623100304
CE27023,CE31880,0.0623100304
CE28107,CE31880,0.1561514196
CE28149,CE31880,0.1565349544
CE28151,CE31880,0.0501519757
CE29879,CE31880,0
CE29883,CE31880,0
CE29889,CE31880,0
CE30034,CE31880,0.0623100304
CE30063,CE31880,0.0570107858
CE30066,CE31880,0.0550314465
CE30067,CE31880,0.0607902736
CE30677,CE31880,0.1554878049
CE30683,CE31880,0.0446601942
CE30737,CE31880,0.0547263682
CE31878,CE31880,0
CE31879,CE31880,0
CE10522,CE32707,0.0607902736
CE10523,CE32707,0.0607902736
CE10784,CE32707,0.0516717325
CE10836,CE32707,0.0516717325
CE10846,CE32707,0.0455974843
CE10847,CE32707,0.0516717325
CE10848,CE32707,0.0516717325
CE10849,CE32707,0.0516717325
CE10865,CE32707,0.0623100304
CE11349,CE32707,0.0656303972
CE16688,CE32707,0.0501519757
CE16864,CE32707,0.0516717325
CE16866,CE32707,0.0516717325
CE17759,CE32707,0.0607902736
CE18811,CE32707,0.0501519757
CE19894,CE32707,0.0045592705
CE19895,CE32707,0.0045592705
CE19900,CE32707,0.0060790274
CE19902,CE32707,0.004601227
CE2714,CE32707,0.0607902736
CE2715,CE32707,0.0607902736
CE27739,CE32707,0.0592705167
CE30774,CE32707,0.056231003
CE3121,CE32707,0.0045592705
CE31633,CE32707,0.0060790274
CE31676,CE32707,0.0653495441
CE3236,CE32707,0.1519756839
CE35336,CE32707,0.0045592705
CE35337,CE32707,0.0045592705
CE35393,CE32707,0.0607902736
CE35727,CE32707,0.0516717325
CE35728,CE32707,0.0447284345
CE35729,CE32707,0.046474359
CE36236,CE32707,0.0547112462
CE36237,CE32707,0.056231003
CE36239,CE32707,0.0462519936
CE36240,CE32707,0.056231003
CE36241,CE32707,0.0516717325
CE36242,CE32707,0.0501519757
CE36244,CE32707,0.0540540541
CE3745,CE32707,0.0516717325
CE3750,CE32707,0.0516717325
CE3751,CE32707,0.0501519757
CE3752,CE32707,0.0516717325
CE3781,CE32707,0.0607902736
CE3817,CE32707,0.0516717325
CE3936,CE32707,0
CE3937,CE32707,0.0015197568
CE3944,CE32707,0.1519756839
CE4324,CE32707,0.0516717325
CE767,CE32707,0.0501519757
CE19886,CE32707,0.0501519757
CE19887,CE32707,0.054517134
CE26990,CE32707,0.0045592705
CE26991,CE32707,0.0045592705
CE26994,CE32707,0.0045592705
CE27023,CE32707,0.0045592705
CE28107,CE32707,0.1529968454
CE28149,CE32707,0.1550151976
CE28151,CE32707,0.0501519757
CE29879,CE32707,0.0547263682
CE29883,CE32707,0.0607902736
CE29889,CE32707,0.0607902736
CE30034,CE32707,0.0015197568
CE30063,CE32707,0
CE30066,CE32707,0
CE30067,CE32707,0
CE30677,CE32707,0.1509146341
CE30683,CE32707,0.0485436893
CE30737,CE32707,0.0630182421
CE31878,CE32707,0.0607902736
CE31879,CE32707,0.0607902736
CE31880,CE32707,0.0607902736
CE10522,CE32780,0.1550151976
CE10523,CE32780,0.1550151976
CE10784,CE32780,0.1565349544
CE10836,CE32780,0.1565349544
CE10846,CE32780,0.1556603774
CE10847,CE32780,0.1565349544
CE10848,CE32780,0.1565349544
CE10849,CE32780,0.1565349544
CE10865,CE32780,0.1565349544
CE11349,CE32780,0.1606217617
CE16688,CE32780,0.1550151976
CE16864,CE32780,0.1565349544
CE16866,CE32780,0.1565349544
CE17759,CE32780,0.1550151976
CE18811,CE32780,0.1550151976
CE19894,CE32780,0.1550151976
CE19895,CE32780,0.1550151976
CE19900,CE32780,0.1565349544
CE19902,CE32780,0.1549079755
CE2714,CE32780,0.1550151976
CE2715,CE32780,0.1550151976
CE27739,CE32780,0.1550151976
CE30774,CE32780,0.1550151976
CE3121,CE32780,0.1550151976
CE31633,CE32780,0.1565349544
CE31676,CE32780,0.1580547112
CE3236,CE32780,0
CE35336,CE32780,0.1550151976
CE35337,CE32780,0.1550151976
CE35393,CE32780,0.1550151976
CE35727,CE32780,0.1565349544
CE35728,CE32780,0.1565495208
CE35729,CE32780,0.1586538462
CE36236,CE32780,0.1565349544
CE36237,CE32780,0.1550151976
CE36239,CE32780,0.1578947368
CE36240,CE32780,0.1565349544
CE36241,CE32780,0.1565349544
CE36242,CE32780,0.1550151976
CE36244,CE32780,0.1558028617
CE3745,CE32780,0.1565349544
CE3750,CE32780,0.1565349544
CE3751,CE32780,0.1550151976
CE3752,CE32780,0.1565349544
CE3781,CE32780,0.1550151976
CE3817,CE32780,0.1565349544
CE3936,CE32780,0.1519756839
CE3937,CE32780,0.1534954407
CE3944,CE32780,0
CE4324,CE32780,0.1565349544
CE767,CE32780,0.1550151976
CE19886,CE32780,0.1550151976
CE19887,CE32780,0.1557632399
CE26990,CE32780,0.1550151976
CE26991,CE32780,0.1550151976
CE26994,CE32780,0.1550151976
CE27023,CE32780,0.1550151976
CE28107,CE32780,0.0173501577
CE28149,CE32780,0.0167173252
CE28151,CE32780,0.1550151976
CE29879,CE32780,0.1509121061
CE29883,CE32780,0.1550151976
CE29889,CE32780,0.1550151976
CE30034,CE32780,0.1534954407
CE30063,CE32780,0.1525423729
CE30066,CE32780,0.1493710692
CE30067,CE32780,0.1519756839
CE30677,CE32780,0.0030487805
CE30683,CE32780,0.1514563107
CE30737,CE32780,0.1558872305
CE31878,CE32780,0.1550151976
CE31879,CE32780,0.1550151976
CE31880,CE32780,0.1550151976
CE32707,CE32780,0.1519756839
CE10522,CE32781,0.1550151976
CE10523,CE32781,0.1550151976
CE10784,CE32781,0.1565349544
CE10836,CE32781,0.1565349544
CE10846,CE32781,0.1556603774
CE10847,CE32781,0.1565349544
CE10848,CE32781,0.1565349544
CE10849,CE32781,0.1565349544
CE10865,CE32781,0.1565349544
CE11349,CE32781,0.1606217617
CE16688,CE32781,0.1550151976
CE16864,CE32781,0.1565349544
CE16866,CE32781,0.1565349544
CE17759,CE32781,0.1550151976
CE18811,CE32781,0.1550151976
CE19894,CE32781,0.1550151976
CE19895,CE32781,0.1550151976
CE19900,CE32781,0.1565349544
CE19902,CE32781,0.1549079755
CE2714,CE32781,0.1550151976
CE2715,CE32781,0.1550151976
CE27739,CE32781,0.1550151976
CE30774,CE32781,0.1550151976
CE3121,CE32781,0.1550151976
CE31633,CE32781,0.1565349544
CE31676,CE32781,0.1580547112
CE3236,CE32781,0
CE35336,CE32781,0.1550151976
CE35337,CE32781,0.1550151976
CE35393,CE32781,0.1550151976
CE35727,CE32781,0.1565349544
CE35728,CE32781,0.1565495208
CE35729,CE32781,0.1586538462
CE36236,CE32781,0.1565349544
CE36237,CE32781,0.1550151976
CE36239,CE32781,0.1578947368
CE36240,CE32781,0.1565349544
CE36241,CE32781,0.1565349544
CE36242,CE32781,0.1550151976
CE36244,CE32781,0.1558028617
CE3745,CE32781,0.1565349544
CE3750,CE32781,0.1565349544
CE3751,CE32781,0.1550151976
CE3752,CE32781,0.1565349544
CE3781,CE32781,0.1550151976
CE3817,CE32781,0.1565349544
CE3936,CE32781,0.1519756839
CE3937,CE32781,0.1534954407
CE3944,CE32781,0
CE4324,CE32781,0.1565349544
CE767,CE32781,0.1550151976
CE19886,CE32781,0.1550151976
CE19887,CE32781,0.1557632399
CE26990,CE32781,0.1550151976
CE26991,CE32781,0.1550151976
CE26994,CE32781,0.1550151976
CE27023,CE32781,0.1550151976
CE28107,CE32781,0.0173501577
CE28149,CE32781,0.0167173252
CE28151,CE32781,0.1550151976
CE29879,CE32781,0.1509121061
CE29883,CE32781,0.1550151976
CE29889,CE32781,0.1550151976
CE30034,CE32781,0.1534954407
CE30063,CE32781,0.1525423729
CE30066,CE32781,0.1493710692
CE30067,CE32781,0.1519756839
CE30677,CE32781,0.0030487805
CE30683,CE32781,0.1514563107
CE30737,CE32781,0.1558872305
CE31878,CE32781,0.1550151976
CE31879,CE32781,0.1550151976
CE31880,CE32781,0.1550151976
CE32707,CE32781,0.1519756839
CE32780,CE32781,0
CE10522,CE38690,0.0091603053
CE10523,CE38690,0.0091603053
CE10784,CE38690,0.0534351145
CE10836,CE38690,0.0534351145
CE10846,CE38690,0.0521327014
CE10847,CE38690,0.0534351145
CE10848,CE38690,0.0534351145
CE10849,CE38690,0.0534351145
CE10865,CE38690,0.0106870229
CE11349,CE38690,0.0138888889
CE16688,CE38690,0.0519083969
CE16864,CE38690,0.0534351145
CE16866,CE38690,0.0503816794
CE17759,CE38690,0.0122137405
CE18811,CE38690,0.0519083969
CE19894,CE38690,0.0702290076
CE19895,CE38690,0.0702290076
CE19900,CE38690,0.0717557252
CE19902,CE38690,0.0677966102
CE2714,CE38690,0.0122137405
CE2715,CE38690,0.0122137405
CE27739,CE38690,0.0106870229
CE30774,CE38690,0.0519083969
CE3121,CE38690,0.0702290076
CE31633,CE38690,0.0717557252
CE31676,CE38690,0.0229007634
CE3236,CE38690,0.1572519084
CE35336,CE38690,0.0702290076
CE35337,CE38690,0.0702290076
CE35393,CE38690,0.0564885496
CE35727,CE38690,0.0503816794
CE35728,CE38690,0.0497592295
CE35729,CE38690,0.0515297907
CE36236,CE38690,0.0564885496
CE36237,CE38690,0.0519083969
CE36239,CE38690,0.0512820513
CE36240,CE38690,0.0534351145
CE36241,CE38690,0.0534351145
CE36242,CE38690,0.0519083969
CE36244,CE38690,0.052715655
CE3745,CE38690,0.0534351145
CE3750,CE38690,0.0534351145
CE3751,CE38690,0.0519083969
CE3752,CE38690,0.0534351145
CE3781,CE38690,0.0091603053
CE3817,CE38690,0.0534351145
CE3936,CE38690,0.0687022901
CE3937,CE38690,0.0702290076
CE3944,CE38690,0.1572519084
CE4324,CE38690,0.0534351145
CE767,CE38690,0.0534351145
CE19886,CE38690,0.0534351145
CE19887,CE38690,0.0125195618
CE26990,CE38690,0.0702290076
CE26991,CE38690,0.0702290076
CE26994,CE38690,0.0702290076
CE27023,CE38690,0.0702290076
CE28107,CE38690,0.1584786054
CE28149,CE38690,0.158778626
CE28151,CE38690,0.0534351145
CE29879,CE38690,0.0116666667
CE29883,CE38690,0.0122137405
CE29889,CE38690,0.0122137405
CE30034,CE38690,0.0702290076
CE30063,CE38690,0.0650154799
CE30066,CE38690,0.0631911532
CE30067,CE38690,0.0687022901
CE30677,CE38690,0.1577335375
CE30683,CE38690,0.05078125
CE30737,CE38690,0.0583333333
CE31878,CE38690,0.0122137405
CE31879,CE38690,0.0122137405
CE31880,CE38690,0.0122137405
CE32707,CE38690,0.0687022901
CE32780,CE38690,0.1572519084
CE32781,CE38690,0.1572519084
CE10522,CE39081,0.0030395137
CE10523,CE39081,0.0030395137
CE10784,CE39081,0.047112462
CE10836,CE39081,0.047112462
CE10846,CE39081,0.0455974843
CE10847,CE39081,0.047112462
CE10848,CE39081,0.047112462
CE10849,CE39081,0.047112462
CE10865,CE39081,0.0045592705
CE11349,CE39081,0.0034542314
CE16688,CE39081,0.0455927052
CE16864,CE39081,0.047112462
CE16866,CE39081,0.0440729483
CE17759,CE39081,0.0030395137
CE18811,CE39081,0.0455927052
CE19894,CE39081,0.0592705167
CE19895,CE39081,0.0592705167
CE19900,CE39081,0.0607902736
CE19902,CE39081,0.0567484663
CE2714,CE39081,0.0030395137
CE2715,CE39081,0.0030395137
CE27739,CE39081,0.0045592705
CE30774,CE39081,0.0455927052
CE3121,CE39081,0.0592705167
CE31633,CE39081,0.0607902736
CE31676,CE39081,0.0167173252
CE3236,CE39081,0.1550151976
CE35336,CE39081,0.0592705167
CE35337,CE39081,0.0592705167
CE35393,CE39081,0.0501519757
CE35727,CE39081,0.0440729483
CE35728,CE39081,0.0431309904
CE35729,CE39081,0.0448717949
CE36236,CE39081,0.0501519757
CE36237,CE39081,0.0455927052
CE36239,CE39081,0.0446570973
CE36240,CE39081,0.047112462
CE36241,CE39081,0.047112462
CE36242,CE39081,0.0455927052
CE36244,CE39081,0.0461049285
CE3745,CE39081,0.047112462
CE3750,CE39081,0.047112462
CE3751,CE39081,0.0455927052
CE3752,CE39081,0.047112462
CE3781,CE39081,0.0030395137
CE3817,CE39081,0.047112462
CE3936,CE39081,0.0577507599
CE3937,CE39081,0.0592705167
CE3944,CE39081,0.1550151976
CE4324,CE39081,0.047112462
CE767,CE39081,0.047112462
CE19886,CE39081,0.047112462
CE19887,CE39081,0.0031152648
CE26990,CE39081,0.0592705167
CE26991,CE39081,0.0592705167
CE26994,CE39081,0.0592705167
CE27023,CE39081,0.0592705167
CE28107,CE39081,0.1561514196
CE28149,CE39081,0.1565349544
CE28151,CE39081,0.047112462
CE29879,CE39081,0.0033167496
CE29883,CE39081,0.0030395137
CE29889,CE39081,0.0030395137
CE30034,CE39081,0.0592705167
CE30063,CE39081,0.0539291217
CE30066,CE39081,0.0518867925
CE30067,CE39081,0.0577507599
CE30677,CE39081,0.1554878049
CE30683,CE39081,0.040776699
CE30737,CE39081,0.0514096186
CE31878,CE39081,0.0030395137
CE31879,CE39081,0.0030395137
CE31880,CE39081,0.0030395137
CE32707,CE39081,0.0577507599
CE32780,CE39081,0.1550151976
CE32781,CE39081,0.1550151976
CE38690,CE39081,0.0122137405
CE10522,CE286,0.0454545455
CE10523,CE286,0.0454545455
CE10784,CE286,0.0018939394
CE10836,CE286,0.0018939394
CE10846,CE286,0.0018939394
CE10847,CE286,0.0018939394
CE10848,CE286,0.0018939394
CE10849,CE286,0.0018939394
CE10865,CE286,0.0454545455
CE11349,CE286,0.048828125
CE16688,CE286,0
CE16864,CE286,0.0018939394
CE16866,CE286,0
CE17759,CE286,0.0473484848
CE18811,CE286,0
CE19894,CE286,0.053030303
CE19895,CE286,0.053030303
CE19900,CE286,0.053030303
CE19902,CE286,0.053030303
CE2714,CE286,0.0473484848
CE2715,CE286,0.0473484848
CE27739,CE286,0.0435606061
CE30774,CE286,0.0037878788
CE3121,CE286,0.053030303
CE31633,CE286,0.053030303
CE31676,CE286,0.0511363636
CE3236,CE286,0.1534090909
CE35336,CE286,0.053030303
CE35337,CE286,0.053030303
CE35393,CE286,0.0132575758
CE35727,CE286,0
CE35728,CE286,0
CE35729,CE286,0.0018939394
CE36236,CE286,0.0018939394
CE36237,CE286,0.0037878788
CE36239,CE286,0.0018939394
CE36240,CE286,0.0037878788
CE36241,CE286,0.0018939394
CE36242,CE286,0
CE36244,CE286,0
CE3745,CE286,0.0018939394
CE3750,CE286,0.0018939394
CE3751,CE286,0
CE3752,CE286,0.0018939394
CE3781,CE286,0.0454545455
CE3817,CE286,0.0018939394
CE3936,CE286,0.0473484848
CE3937,CE286,0.0473484848
CE3944,CE286,0.1534090909
CE4324,CE286,0.0018939394
CE767,CE286,0
CE19886,CE286,0
CE19887,CE286,0.0473484848
CE26990,CE286,0.053030303
CE26991,CE286,0.053030303
CE26994,CE286,0.053030303
CE27023,CE286,0.053030303
CE28107,CE286,0.1590909091
CE28149,CE286,0.1590909091
CE28151,CE286,0
CE29879,CE286,0.0473484848
CE29883,CE286,0.0473484848
CE29889,CE286,0.0473484848
CE30034,CE286,0.0473484848
CE30063,CE286,0.0473484848
CE30066,CE286,0.0473484848
CE30067,CE286,0.0473484848
CE30677,CE286,0.1515151515
CE30683,CE286,0
CE30737,CE286,0.0132575758
CE31878,CE286,0.0473484848
CE31879,CE286,0.0473484848
CE31880,CE286,0.0473484848
CE32707,CE286,0.0473484848
CE32780,CE286,0.1534090909
CE32781,CE286,0.1534090909
CE38690,CE286,0.0533333333
CE39081,CE286,0.0435606061
CE10522,MG421743,0.0608974359
CE10523,MG421743,0.0608974359
CE10784,MG421743,0.0528846154
CE10836,MG421743,0.0528846154
CE10846,MG421743,0.0465116279
CE10847,MG421743,0.0528846154
CE10848,MG421743,0.0528846154
CE10849,MG421743,0.0528846154
CE10865,MG421743,0.0608974359
CE11349,MG421743,0.0656303972
CE16688,MG421743,0.0512820513
CE16864,MG421743,0.0528846154
CE16866,MG421743,0.0528846154
CE17759,MG421743,0.0608974359
CE18811,MG421743,0.0512820513
CE19894,MG421743,0.0048076923
CE19895,MG421743,0.0048076923
CE19900,MG421743,0.0064102564
CE19902,MG421743,0.0048543689
CE2714,MG421743,0.0608974359
CE2715,MG421743,0.0608974359
CE27739,MG421743,0.0592948718
CE30774,MG421743,0.0576923077
CE3121,MG421743,0.0048076923
CE31633,MG421743,0.0048076923
CE31676,MG421743,0.0641025641
CE3236,MG421743,0.1522435897
CE35336,MG421743,0.0048076923
CE35337,MG421743,0.0048076923
CE35393,MG421743,0.0625
CE35727,MG421743,0.0528846154
CE35728,MG421743,0.0456081081
CE35729,MG421743,0.0474576271
CE36236,MG421743,0.0560897436
CE36237,MG421743,0.0576923077
CE36239,MG421743,0.0472175379
CE36240,MG421743,0.0576923077
CE36241,MG421743,0.0528846154
CE36242,MG421743,0.0512820513
CE36244,MG421743,0.0528846154
CE3745,MG421743,0.0528846154
CE3750,MG421743,0.0528846154
CE3751,MG421743,0.0512820513
CE3752,MG421743,0.0528846154
CE3781,MG421743,0.0608974359
CE3817,MG421743,0.0528846154
CE3936,MG421743,0
CE3937,MG421743,0.0016025641
CE3944,MG421743,0.1522435897
CE4324,MG421743,0.0528846154
CE767,MG421743,0.0512820513
CE19886,MG421743,0.0512820513
CE19887,MG421743,0.0542763158
CE26990,MG421743,0.0048076923
CE26991,MG421743,0.0048076923
CE26994,MG421743,0.0048076923
CE27023,MG421743,0.0048076923
CE28107,MG421743,0.1528239203
CE28149,MG421743,0.1554487179
CE28151,MG421743,0.0512820513
CE29879,MG421743,0.0544815466
CE29883,MG421743,0.0608974359
CE29889,MG421743,0.0608974359
CE30034,MG421743,0.0016025641
CE30063,MG421743,0
CE30066,MG421743,0
CE30067,MG421743,0
CE30677,MG421743,0.1511254019
CE30683,MG421743,0.0498960499
CE30737,MG421743,0.0630182421
CE31878,MG421743,0.0608974359
CE31879,MG421743,0.0608974359
CE31880,MG421743,0.0608974359
CE32707,MG421743,0
CE32780,MG421743,0.1522435897
CE32781,MG421743,0.1522435897
CE38690,MG421743,0.0692431562
CE39081,MG421743,0.0576923077
CE286,MG421743,0.0473484848
CE10522,MG423275,0.001610306
CE10523,MG423275,0.001610306
CE10784,MG423275,0.0499194847
CE10836,MG423275,0.0499194847
CE10846,MG423275,0.0484140234
CE10847,MG423275,0.0499194847
CE10848,MG423275,0.0499194847
CE10849,MG423275,0.0499194847
CE10865,MG423275,0.001610306
CE11349,MG423275,0.0017271157
CE16688,MG423275,0.0483091787
CE16864,MG423275,0.0499194847
CE16866,MG423275,0.0466988728
CE17759,MG423275,0.001610306
CE18811,MG423275,0.0483091787
CE19894,MG423275,0.0611916264
CE19895,MG423275,0.0611916264
CE19900,MG423275,0.0628019324
CE19902,MG423275,0.0585365854
CE2714,MG423275,0.001610306
CE2715,MG423275,0.001610306
CE27739,MG423275,0.0032206119
CE30774,MG423275,0.0483091787
CE3121,MG423275,0.0611916264
CE31633,MG423275,0.0611916264
CE31676,MG423275,0.0144927536
CE3236,MG423275,0.152979066
CE35336,MG423275,0.0611916264
CE35337,MG423275,0.0611916264
CE35393,MG423275,0.0531400966
CE35727,MG423275,0.0466988728
CE35728,MG423275,0.0458404075
CE35729,MG423275,0.0477001704
CE36236,MG423275,0.0531400966
CE36237,MG423275,0.0483091787
CE36239,MG423275,0.0474576271
CE36240,MG423275,0.0499194847
CE36241,MG423275,0.0499194847
CE36242,MG423275,0.0483091787
CE36244,MG423275,0.0466988728
CE3745,MG423275,0.0499194847
CE3750,MG423275,0.0499194847
CE3751,MG423275,0.0483091787
CE3752,MG423275,0.0499194847
CE3781,MG423275,0.001610306
CE3817,MG423275,0.0499194847
CE3936,MG423275,0.0595813205
CE3937,MG423275,0.0611916264
CE3944,MG423275,0.152979066
CE4324,MG423275,0.0499194847
CE767,MG423275,0.0483091787
CE19886,MG423275,0.0483091787
CE19887,MG423275,0.0016528926
CE26990,MG423275,0.0611916264
CE26991,MG423275,0.0611916264
CE26994,MG423275,0.0611916264
CE27023,MG423275,0.0611916264
CE28107,MG423275,0.1535893155
CE28149,MG423275,0.154589372
CE28151,MG423275,0.0483091787
CE29879,MG423275,0.0017667845
CE29883,MG423275,0.001610306
CE29889,MG423275,0.001610306
CE30034,MG423275,0.0611916264
CE30063,MG423275,0.0555555556
CE30066,MG423275,0.0534223706
CE30067,MG423275,0.0595813205
CE30677,MG423275,0.1534733441
CE30683,MG423275,0.0439330544
CE30737,MG423275,0.0530679934
CE31878,MG423275,0.001610306
CE31879,MG423275,0.001610306
CE31880,MG423275,0.001610306
CE32707,MG423275,0.0595813205
CE32780,MG423275,0.152979066
CE32781,MG423275,0.152979066
CE38690,MG423275,0.0113268608
CE39081,MG423275,0.001610306
CE286,MG423275,0.0454545455
MG421743,MG423275,0.0595813205
CE10522,LN810295,0.0440729483
CE10523,LN810295,0.0440729483
CE10784,LN810295,0.0030395137
CE10836,LN810295,0.0030395137
CE10846,LN810295,0.0031446541
CE10847,LN810295,0.0030395137
CE10848,LN810295,0.0030395137
CE10849,LN810295,0.0030395137
CE10865,LN810295,0.0455927052
CE11349,LN810295,0.0500863558
CE16688,LN810295,0.0015197568
CE16864,LN810295,0.0030395137
CE16866,LN810295,0.0030395137
CE17759,LN810295,0.047112462
CE18811,LN810295,0.0015197568
CE19894,LN810295,0.056231003
CE19895,LN810295,0.056231003
CE19900,LN810295,0.0577507599
CE19902,LN810295,0.0521472393
CE2714,LN810295,0.047112462
CE2715,LN810295,0.047112462
CE27739,LN810295,0.0425531915
CE30774,LN810295,0.0075987842
CE3121,LN810295,0.056231003
CE31633,LN810295,0.0577507599
CE31676,LN810295,0.0516717325
CE3236,LN810295,0.1565349544
CE35336,LN810295,0.056231003
CE35337,LN810295,0.056231003
CE35393,LN810295,0.0121580547
CE35727,LN810295,0.0030395137
CE35728,LN810295,0.0015974441
CE35729,LN810295,0.0032051282
CE36236,LN810295,0.0060790274
CE36237,LN810295,0.0075987842
CE36239,LN810295,0.0031897927
CE36240,LN810295,0.009118541
CE36241,LN810295,0.0030395137
CE36242,LN810295,0.0015197568
CE36244,LN810295,0.0031796502
CE3745,LN810295,0.0030395137
CE3750,LN810295,0.0030395137
CE3751,LN810295,0.0015197568
CE3752,LN810295,0.0030395137
CE3781,LN810295,0.0440729483
CE3817,LN810295,0.0030395137
CE3936,LN810295,0.0516717325
CE3937,LN810295,0.0531914894
CE3944,LN810295,0.1565349544
CE4324,LN810295,0.0030395137
CE767,LN810295,0.0030395137
CE19886,LN810295,0.0030395137
CE19887,LN810295,0.0451713396
CE26990,LN810295,0.056231003
CE26991,LN810295,0.056231003
CE26994,LN810295,0.056231003
CE27023,LN810295,0.056231003
CE28107,LN810295,0.1577287066
CE28149,LN810295,0.1580547112
CE28151,LN810295,0.0030395137
CE29879,LN810295,0.0431177446
CE29883,LN810295,0.047112462
CE29889,LN810295,0.047112462
CE30034,LN810295,0.0501519757
CE30063,LN810295,0.0477657935
CE30066,LN810295,0.0455974843
CE30067,LN810295,0.0516717325
CE30677,LN810295,0.1570121951
CE30683,LN810295,0.0019417476
CE30737,LN810295,0.0132669983
CE31878,LN810295,0.047112462
CE31879,LN810295,0.047112462
CE31880,LN810295,0.047112462
CE32707,LN810295,0.0516717325
CE32780,LN810295,0.1565349544
CE32781,LN810295,0.1565349544
CE38690,LN810295,0.0503816794
CE39081,LN810295,0.0440729483
CE286,LN810295,0.0018939394
MG421743,LN810295,0.0528846154
MG423275,LN810295,0.0466988728
CE10522,LN810296,0.0030395137
CE10523,LN810296,0.0030395137
CE10784,LN810296,0.0501519757
CE10836,LN810296,0.0501519757
CE10846,LN810296,0.0487421384
CE10847,LN810296,0.0501519757
CE10848,LN810296,0.0501519757
CE10849,LN810296,0.0501519757
CE10865,LN810296,0.0045592705
CE11349,LN810296,0
CE16688,LN810296,0.0486322188
CE16864,LN810296,0.0501519757
CE16866,LN810296,0.047112462
CE17759,LN810296,0
CE18811,LN810296,0.0486322188
CE19894,LN810296,0.0623100304
CE19895,LN810296,0.0623100304
CE19900,LN810296,0.0638297872
CE19902,LN810296,0.0598159509
CE2714,LN810296,0
CE2715,LN810296,0
CE27739,LN810296,0.0045592705
CE30774,LN810296,0.0486322188
CE3121,LN810296,0.0623100304
CE31633,LN810296,0.0638297872
CE31676,LN810296,0.0167173252
CE3236,LN810296,0.1550151976
CE35336,LN810296,0.0623100304
CE35337,LN810296,0.0623100304
CE35393,LN810296,0.0531914894
CE35727,LN810296,0.047112462
CE35728,LN810296,0.0463258786
CE35729,LN810296,0.0480769231
CE36236,LN810296,0.0531914894
CE36237,LN810296,0.0486322188
CE36239,LN810296,0.04784689
CE36240,LN810296,0.0501519757
CE36241,LN810296,0.0501519757
CE36242,LN810296,0.0486322188
CE36244,LN810296,0.0492845787
CE3745,LN810296,0.0501519757
CE3750,LN810296,0.0501519757
CE3751,LN810296,0.0486322188
CE3752,LN810296,0.0501519757
CE3781,LN810296,0.0030395137
CE3817,LN810296,0.0501519757
CE3936,LN810296,0.0607902736
CE3937,LN810296,0.0623100304
CE3944,LN810296,0.1550151976
CE4324,LN810296,0.0501519757
CE767,LN810296,0.0501519757
CE19886,LN810296,0.0501519757
CE19887,LN810296,0
CE26990,LN810296,0.0623100304
CE26991,LN810296,0.0623100304
CE26994,LN810296,0.0623100304
CE27023,LN810296,0.0623100304
CE28107,LN810296,0.1561514196
CE28149,LN810296,0.1565349544
CE28151,LN810296,0.0501519757
CE29879,LN810296,0
CE29883,LN810296,0
CE29889,LN810296,0
CE30034,LN810296,0.0623100304
CE30063,LN810296,0.0570107858
CE30066,LN810296,0.0550314465
CE30067,LN810296,0.0607902736
CE30677,LN810296,0.1554878049
CE30683,LN810296,0.0446601942
CE30737,LN810296,0.0547263682
CE31878,LN810296,0
